raw_text,cleaned_words
사람들이 사자보이스 제삿날이라도 알려달라고 한 의미를 이제야 깨달은 나,사람 사자 보이스 제삿날 달라 의미 이제야 깨달
"캐이팝과 무당이라는 대담한 설정과 이를 잘 녹여낸 스토리는 좋았다. 나의 정체성과 과오를 받아들이는 주제는 좋았지만, 그것을 푸는 과정에사 여러 장르들이 있어 더 명확히 전달되지 못한 건 조금 아쉬웠다. 그래도 너무 재밌는 작품.",무당 대담하다 설정 스토리 정체 성과 과오 주제 그것 과정 여러 장르 명확하다 전달 조금 아쉽다 재밌다
"아주 참신한 도전과 훌륭한 완성도지만, 너무 단편적인 서사와 과해석된 장르적 느낌?",아주 참신하다 도전 훌륭하다 완성 도지 단편 서사 해석 장르
외국에서 한국소재로 이런영화를 만들었다는것 자체에 의미가있음,외국 한국 소재 자체 의미
단순히 케이팝이어서가 아니라 한국인의 정서를 건드리는 그 뭔가가 은근히 버무려져 있다 .. 별 기대없이 틀었다가 찐몰입하면서 봄,단순하다 한국인 정서 뭔가 은근 무리다 기대 몰입
+난 아직도 무당과 도사가 나오는 컨텐츠를 기다린다 제발 도사랜드도 만들어달라고요,무당 도사 컨텐츠 제발 도사 랜드
"과장된 순간은 있지만, 대중을 흥분시키는 음악과 덕질의 요소들.",과장 순간 대중 흥분 음악 덕질 요소
"핵심적인 내용은 전형적인 어린이들이 보는 내용을 따라가지만 귀여운 캐릭터 조이의 시선강탈, 깔리는 bgm과 ost가 너무 좋음 파보면 kpop과 관련된 요소들이 굉장히 많을 듯 실제로 트와이스 곡 포함한 kpop도 배경음으로 깔림",핵심 내용 전형 어린이 내용 귀엽다 캐릭터 조이 시선 강탈 파보 관련 요소 굉장하다 실제 트와이스 포함 배경음
노래 하나는 진짜 끝내준다,노래 하나
우리나라 경제에 이바지하는듯한 영화.,우리나라 경제 이바지
노래가 너무 좋고 스토리도 이 정도면 굿~,노래 스토리 정도
예율아 너 트와이스 몰라?,트와이스
매끈하고 화려한 공갈 굿즈로서의 K,매끈하다 화려하다 공갈 로서
"과민하게 반응한 건가 싶어 끝까지 봤지만 불쾌한 느낌은 쉽게 사라지지 않았다. 한의원 장면에서 미라가 한의사에게 루미는 워커홀릭이라 쉴 줄 모른다고 말한다. 얼핏 팀의 내분 주요 원인 중 하나로 과로가 지목되는 듯하지만, 영화는 루미의 과한 노동 자체보다 그녀를 과로로 몰아넣는 비밀을 더 큰 문제처럼 다룬다. 셋이 힘을 합쳐 난관을 넘긴 뒤 사우나에서 잠깐 웃고 떠들자마자, 루미는 “이만하면 다 쉰 것 같지 않냐”고 말한다. 미라는 자신이 완전히 충전됐다고 하고, 조이는 소파가 좋긴 하지만 지금일 필요는 없을 것 같다고 반응하며 곧바로 노동으로 돌아간다. 영화는 헌트릭스의 컴백 광고판을 비추며 끝나는데, 근처 쓰레기통에 사자보이즈 모자가 널브러진 것을 보면 아무래도 큰 사건이 있은 지 시간이 얼마 안 지난 것처럼 보인다. 비밀이 모두 밝혀지자, 이제는 미라와 조이마저 중노동을 즐기게 되었다.",과민하다 반응 건가 불쾌하다 한의원 장면 미라 한의사 루미 워커홀릭 얼핏 내분 주요 원인 하나로 과로 지목 루미 노동 자체 그녀 과로 비밀 문제 난관 사우나 잠깐 루미 이만 미라 자신 완전하다 충전 소파 금일 필요 반응 곧바로 노동 트릭 컴백 광고 근처 쓰레기통 사자 보이즈 모자 널브러진 사건 시간 얼마 지난 비밀 모두 이제 미라 조이 노동
재밌게 봤고 왜 열풍인지 어느정도 이해도 되지만 사자보이즈 캐릭터를 잘 빌딩해놨는데 진우 외에 활용도가 떨어지는 게 너무 아쉽다... 진우랑 루미 서사도 갑자기 그렇게 믿는다는 게 조금 엥? 스러웠던 것 같음,재밌다 열풍 정도 이해도 사자 보이즈 캐릭터 빌딩 진우 용도 아쉽다 진우 루미 서사 갑자기 조금 스럽다
틈틈이 나오는 한국어와 낮은 프레임이 재밌다,틈틈이 한국어 낮다 프레임 재밌다
개인적으로 your idol 노래가 너무 웅장하고 취향이라 바로 다음곡이자 클라이맥스인 what it sounds like이 약하게 느껴졌지만 이게 유일하게 아쉬웠던 점 깔끔하게 재밌다!,개인 노래 웅장 취향 바로 다음 이자 클라이맥스 약하다 유일하다 아쉽다 깔끔하다 재밌다
노래는 좋은데 내용은 너무 뻔하고 지루했음.,노래 내용 뻔하다 지루하다
"우리는 반드시 빛날거야,,✨",우리 반드시
초반에 아니 뭔 하다가 끝까지 잘 봄,초반
"스토리는 모르겠고, 그냥 노래가 너무 좋아요",스토리 노래
진정한 나를 찾아가는 과정을 이렇게 창의적이고 아름답게 만들었다니..왜 인기 많은지 알겠다 진우랑 루미 다 너무 불쌍하고..ㅠㅠ 마지막에 싸울 때 관객들이 golden 멜로디 같이 따라부르는 장면에서 오열,진정하다 과정 창의 아름답다 인기 진우 루미 불쌍하다 마지막 멜로디 장면 오열
돌판 고증은 거의 안 됐지만 한국적임과 노래가 너무 좋다,돌판 고증 거의 한국 적임 노래
이런 단순한 스토리에 단점 없는 영화가 좋더라,단순하다 스토리 단점
여자들 우정 파괴하는 남자는 필요가 없음,여자 우정 파괴 남자 필요
보기 전 왠지 모를 꺼려짐과 달리 잘 풀어낸 애니,보기 달리 애니
이재 인터뷰 영상들 보고 더 좋아진 것도 있는듯 노래랑 가사가 넘 이재같아서,이재 인터뷰 영상 보고 노래 가사 이재
문화에 대한 이해와 존중 그리고 환상적인 ost가 만나서 지대한 파급력을 만들어냈다,문화 대한 이해 존중 환상 지대 파급
되게 가볍게 깊은 위로해쥬는느낌,가볍다 깊다 위로
골든 부를때 나도 벅차올라서 살짝울음,벅차오르다 살짝 울음
다 나와 같은 취향일순없지,취향
내가만약..2025에봤다면무조건새해첫곡으로골든을듣고케데헌뽕차서루미돨듯,만약 무조건 새해 케데 차서 루미 돨듯
중독성 있는 음악. 시원시원한 영상.,중독 음악 시원시원하다 영상
끝끝내 납득할수 밖에 없는 집요한 스타일. 구조적 구멍을 매꾼다.,끝내 납득 집요하다 스타일 구조 구멍
골든 노래 좋다. 근데 좀 오글거리,노래
"한국적인, 너무나도 한국적인",한국 한국
유행에 탑승을 거부하는 체질이 있어 기대없이 봤다가 적잖이 당황한 작품. 또한 한국의 문화를 영화에 잘 녹이기 위해 노력한 흔적들과 정성이 보여서 더욱 놀랐던 작품. Golden은 그 누가 커버를 한다해도 원곡자 못 미치는 것 같다.,유행 탑승 거부 체질 기대 당황 또한 한국 문화 위해 노력 흔적 정성 더욱 누가 커버 한다해 미치다
"스토리는 정말 마음에 드는데 더 길게 만들었으면 좋지 않았을까? 너무 짧아서 아쉽다… ost는 말할 것도 없이 너무 좋고, 후속작이 탄탄하게 나오면 정말 좋아할텐데.",스토리 마음 길다 짧다 아쉽다 후속작 탄탄하다 좋아하다
최고의 OST가 선사하는 감동을 느끼기에 충분한 영화.,최고 선사 감동 충분하다
"스토리 괜찮고, 색감도 좋고, 노래들도 대체적으로 좋음.",스토리 괜찮다 색감 노래 체적
근데 뒤로 갈수록 집중력 저하됨 그치만 재밌,갈수록 집중 저하 재밌다
"아~씨, 헌트릭스 티셔츠, 왜 성인 남성 XL사이즈는 안 파냐고!",트릭 티셔츠 성인 남성 사이즈
에버랜드에 잼민이 너무 많이와서 제 개인적인 민심에서 나락감,에버랜드 잼민 개인 민심 나락감
무당이 최초의 아이돌이었다? 신박하다!,무당 최초 아이돌 박하
원래 디즈니 영화 보고 눈물참는 사람인데 감흥이 1도 없어서 좀 놀랐음,원래 디즈니 보고 눈물 사람 감흥
단순한 스토리 괜찮은 노래 적절한 국뽕,단순하다 스토리 괜찮다 노래 적절하다 국뽕
다들 환장하는데 전 그 정도까진 아니라서요...,환장하다 정도 라서
유치한데 그만큼 재밌어....,유치하다 재밌다
여름에 부산 여행 다녀오는 기차 안에서 봤는데 그때 분위기랑 매치가 잘 돼서 더 좋은 기억으로 남았다.,여름 부산 여행 기차 그때 분위기 매치 기억
한국적인 요소를 너무나도 잘 살린 애니메이션 영화가 흥행한다는 것이 너무 좋음… 어렸을 때 애니메이터를 꿈꿨던 내가 정말 좋아했을 것 같다,한국 요소 애니메이션 흥행 애니메이터 좋아하다
온 세상이 나를 가스라이팅하는 듯 하다.,세상 가스
요즘 아이돌 극한직업이내..........,요즘 아이돌 극한 직업 이내
어깨빵하고 아이씨 하는거 이게 한국의 얼이지,어깨 아이 한국
전개가 숏츠 느낌으로 빠르고 빠진서사가 아쉽지만 연출도 노래도 정말 만족스러운 후속작도 잘나왔으면,전개 숏츠 빠르다 서사 아쉽다 연출 노래 만족스럽다 후속작
K-pop의 세련미로 스토리의 유치함을 극복하다.,세련 미로 스토리 유치하다 극복
유치했는데 고증잘했다 생각하니 포인트들을 찾느라 꽤 재미있게 봄. 노래가 good,유치하다 고증 포인트 재미있다 노래
장점: 잘 아는 맛 단점: 잘 아는 맛,장점 단점
소재와 한국풍의 구현은 좋았지만 주인공 커플 외의 캐릭터 활용이 아쉬웠다.,소재 한국 구현 주인공 커플 캐릭터 활용 아쉽다
마지막에 ‘Golden’ 풀버전 나올 줄 알았는데 안 나와서 아쉽네.,마지막 버전 아쉽다
소다팝처럼 톡 튀는 맛이 오래 가진 않아도 싫어할 수 없다,싫어하다
도대체… 뭐에 이렇게 열광하는 거예요?,도대체 열광하다
"물론 이런 눈이 즐거운 작품에서는 상대적으로 스토리가 덜 중요할 수 있지만, 그게 개연성이 떨어져도 괜찮다는 이야기는 아니다. 특히 후반부 루미의 감정선은 도저히 이해할 수 없었다. 개연성의 부족은 케데헌이 가지고 있는 장점에도 영향을 미친다. 작품의 절대적인 수가 늘어나며 두 가지 장르를 결합하는 형태는 현대에는 굉장히 흔한 일이다. 케데헌도 오컬트와 KPOP을 결합하며 장르의 신선함을 꾀했지만, 줄거리의 힘이 부족해서 그 가치가 비교적 떨어져 보인다. 마치 '보건 교사 안은영'을 봤을 때와 비슷한 느낌이다. 실험적이고 독특한 스타일과 연출에는 박수를 보내지만, 줄거리가 너무나도 아쉽다.",즐겁다 상대 스토리 중요하다 그게 개연 괜찮다 이야기 후반 루미 정선 도저히 이해 개연 성의 부족 가지 장점 영향 미치다 절대 수가 가지 장르 형태 현대 굉장하다 흔하다 일이 오컬트 장르 신선하다 줄거리 부족하다 가치 비교 마치 보건 교사 안은영 비슷하다 실험 독특하다 스타일 연출 박수 줄거리 아쉽다
골든은 작중에서 가장 불안정한 노래인데 골든만이 날아오른 아이러니.,가장 불안정하다 노래 아이러니
익숙함은 국산이지만 제작은 수입입니다.,익숙하다 국산 제작 수입
루미 비중만 너무 많아서 멤버 차별 논란 뜨죠,루미 비중 멤버 차별 논란
킬링타임용으로 즐기면 괜찮은 영화,킬링타임 괜찮다
시청각적 분명함이 어디까지 뻗을 수 있는지를 보여준다.,시청각 분명하다 어디
아무리 평가가 좋아도 어린 얘들이 보는 건 줄 알고 계속 보길 밀어왔는데 이 명작을 이제야 보다니..,평가 계속 명작 이제야
한국적인 요소가 곳곳에 있는게 재미 포인트,한국 요소 곳곳 재미 포인트
아무래도 3D애니는 개인적으로 60프레임이어야 한다고 생각한다.,애니 개인 프레임
스토리 압축이 아쉬웠으나 카툰적 연출과 녹아든 문화는 세계를 매려시키기에 족했다.,스토리 압축 아쉽다 카툰 연출 문화 세계
가장 한국적인 것이 가장 세계적이라는 말이 와닿는다,가장 한국 가장 세계
사백안의 남발로 말초적인 주의를 집중시켜 결과적으로 눈속임에 성공,백안 남발 말초 주의 집중 결과 성공
동양적 화합과 서양적 자아의 그다지 적절하지는 않은 조화,동양 화합 서양 자아 그다지 적절하다 조화
"전혀 기대하지 않았는데, 이 작품을 영화관에서 보게 되어 너무 다행이다. 스토리, OST, 연출 모두 완벽한 애니메이션.",전혀 기대하다 영화관 다행 스토리 연출 모두 완벽하다 애니메이션
"눈과 귀가 동시에 호강하는 가장 힙하고 화려한 판타지 케이팝 콘서트. 소니 애니메이션의 압도적인 비주얼과 K-POP 퍼포먼스의 결합을 통해 마치 정교한 뮤직비디오를 보는 듯이 리듬감 있게 완성되었다. 패션 화보가 살아 숨 쉬는 듯한 비주얼 쇼크의 작화 스타일과 색감이 보는 맛을 확실하게 채워주었고, 너무도 잘 만든 노래와 사운드 디자인은 글로벌한 인기를 누릴 수밖에 없는 요소가 되어주었다. 한국적인 색채가 묻어나는 의상과 소품 디테일에 잘 짜인 성장 서사까지, K-POP 팬들을 넘어 일반 관객에게도 종합 선물 세트 같은 만족감을 안겨주는 작품이다.",귀가 동시 호강 가장 화려하다 판타지 콘서트 소니 애니메이션 압도 비주 퍼포먼스 결합 통해 마치 정교하다 뮤직비디오 듯이 리듬 완성 패션 화보 비주 쇼크 작화 스타일 색감 확실하다 노래 사운드 디자인 글로벌 인기 요소 한국 색채 의상 소품 디테일 성장 서사 일반 종합 선물 세트 만족감
